,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,combination_course_key,course_student_combination_key,date_registration,date_unregistration
16626,DDD,2014B,502004,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,DDD2014B,DDD2014B502004,-25.0,
16627,DDD,2014B,502057,F,London Region,Lower Than A Level,40-50%,35-55,1,120,N,Pass,DDD2014B,DDD2014B502057,-68.0,
16628,DDD,2014B,502161,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,60,Y,Fail,DDD2014B,DDD2014B502161,-92.0,
16629,DDD,2014B,502207,M,North Region,A Level or Equivalent,40-50%,0-35,2,120,N,Fail,DDD2014B,DDD2014B502207,-4.0,
16630,DDD,2014B,504089,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,DDD2014B,DDD2014B504089,-15.0,
16631,DDD,2014B,505561,F,East Midlands Region,Lower Than A Level,50-60%,0-35,1,120,Y,Fail,DDD2014B,DDD2014B505561,-29.0,
16632,DDD,2014B,505815,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Pass,DDD2014B,DDD2014B505815,-60.0,
16633,DDD,2014B,505854,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B505854,-68.0,216.0
16634,DDD,2014B,507812,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B507812,-134.0,200.0
16635,DDD,2014B,508446,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,DDD2014B,DDD2014B508446,-24.0,83.0
16636,DDD,2014B,508594,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,DDD2014B,DDD2014B508594,-24.0,226.0
16637,DDD,2014B,508872,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B508872,-25.0,194.0
16638,DDD,2014B,509100,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B509100,-144.0,-16.0
16639,DDD,2014B,509417,F,East Midlands Region,No Formal quals,20-30%,0-35,1,60,N,Withdrawn,DDD2014B,DDD2014B509417,-304.0,0.0
16640,DDD,2014B,511869,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B511869,-45.0,-44.0
16641,DDD,2014B,511890,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,120,Y,Withdrawn,DDD2014B,DDD2014B511890,-34.0,86.0
16642,DDD,2014B,513415,M,South East Region,A Level or Equivalent,10-20,0-35,1,60,Y,Withdrawn,DDD2014B,DDD2014B513415,-150.0,170.0
16643,DDD,2014B,513687,M,North Western Region,Lower Than A Level,20-30%,35-55,2,120,N,Pass,DDD2014B,DDD2014B513687,-138.0,
16644,DDD,2014B,513957,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,DDD2014B,DDD2014B513957,-163.0,
16645,DDD,2014B,514277,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,Withdrawn,DDD2014B,DDD2014B514277,-206.0,10.0
16646,DDD,2014B,515161,F,North Region,No Formal quals,,0-35,0,60,N,Fail,DDD2014B,DDD2014B515161,-36.0,
16647,DDD,2014B,515331,M,South East Region,Lower Than A Level,30-40%,35-55,2,60,N,Fail,DDD2014B,DDD2014B515331,-24.0,
16648,DDD,2014B,516318,M,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,DDD2014B,DDD2014B516318,-93.0,
16649,DDD,2014B,517864,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,120,N,Pass,DDD2014B,DDD2014B517864,-68.0,
16650,DDD,2014B,518265,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn,DDD2014B,DDD2014B518265,-29.0,-11.0
16651,DDD,2014B,518330,F,South West Region,A Level or Equivalent,60-70%,0-35,1,90,N,Withdrawn,DDD2014B,DDD2014B518330,-131.0,-8.0
16652,DDD,2014B,520349,M,South Region,Lower Than A Level,70-80%,0-35,1,120,N,Withdrawn,DDD2014B,DDD2014B520349,-34.0,163.0
16653,DDD,2014B,520962,F,South East Region,A Level or Equivalent,70-80%,35-55,1,120,N,Pass,DDD2014B,DDD2014B520962,-24.0,
16654,DDD,2014B,521249,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B521249,-82.0,-10.0
16655,DDD,2014B,522129,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,120,N,Withdrawn,DDD2014B,DDD2014B522129,-85.0,179.0
16656,DDD,2014B,522205,M,North Region,A Level or Equivalent,70-80%,0-35,2,60,N,Fail,DDD2014B,DDD2014B522205,-89.0,
16657,DDD,2014B,522363,F,London Region,HE Qualification,20-30%,35-55,1,120,N,Withdrawn,DDD2014B,DDD2014B522363,-22.0,164.0
16658,DDD,2014B,522690,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,1,150,N,Withdrawn,DDD2014B,DDD2014B522690,-95.0,-58.0
16659,DDD,2014B,522840,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,DDD2014B,DDD2014B522840,-5.0,
16660,DDD,2014B,523583,F,London Region,A Level or Equivalent,20-30%,35-55,1,120,Y,Fail,DDD2014B,DDD2014B523583,-8.0,
16661,DDD,2014B,523857,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,Pass,DDD2014B,DDD2014B523857,-110.0,
16662,DDD,2014B,523978,F,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,DDD2014B,DDD2014B523978,-43.0,
16663,DDD,2014B,524109,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Fail,DDD2014B,DDD2014B524109,-22.0,
16664,DDD,2014B,524137,F,North Western Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,DDD2014B,DDD2014B524137,-75.0,
16665,DDD,2014B,525412,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,DDD2014B,DDD2014B525412,-34.0,
16666,DDD,2014B,525635,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,DDD2014B,DDD2014B525635,-22.0,
16667,DDD,2014B,526098,M,North Region,Post Graduate Qualification,,35-55,1,150,N,Withdrawn,DDD2014B,DDD2014B526098,-304.0,-248.0
16668,DDD,2014B,526175,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,DDD2014B,DDD2014B526175,-53.0,
16669,DDD,2014B,527242,F,Scotland,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,DDD2014B,DDD2014B527242,-46.0,122.0
16670,DDD,2014B,527323,F,London Region,Lower Than A Level,10-20,0-35,3,90,N,Fail,DDD2014B,DDD2014B527323,-36.0,
16671,DDD,2014B,528330,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,DDD2014B,DDD2014B528330,-116.0,11.0
16672,DDD,2014B,528699,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,DDD2014B,DDD2014B528699,-75.0,187.0
16673,DDD,2014B,528822,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B528822,-24.0,10.0
16674,DDD,2014B,529190,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,DDD2014B,DDD2014B529190,-108.0,
16675,DDD,2014B,531069,M,East Anglian Region,Lower Than A Level,60-70%,35-55,2,120,Y,Withdrawn,DDD2014B,DDD2014B531069,-25.0,228.0
16676,DDD,2014B,531234,F,West Midlands Region,Lower Than A Level,70-80%,35-55,1,120,N,Pass,DDD2014B,DDD2014B531234,-27.0,
16677,DDD,2014B,531243,M,South East Region,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B531243,-65.0,215.0
16678,DDD,2014B,531340,F,East Anglian Region,Lower Than A Level,20-30%,0-35,2,60,N,Withdrawn,DDD2014B,DDD2014B531340,-255.0,226.0
16679,DDD,2014B,532194,M,North Region,A Level or Equivalent,,35-55,0,120,N,Withdrawn,DDD2014B,DDD2014B532194,-41.0,125.0
16680,DDD,2014B,532988,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,DDD2014B,DDD2014B532988,-50.0,
16681,DDD,2014B,533012,M,Scotland,A Level or Equivalent,50-60%,35-55,0,90,N,Fail,DDD2014B,DDD2014B533012,-151.0,
16682,DDD,2014B,534201,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,DDD2014B,DDD2014B534201,-154.0,
16683,DDD,2014B,536794,M,South West Region,Lower Than A Level,70-80%,0-35,0,210,N,Withdrawn,DDD2014B,DDD2014B536794,-113.0,-72.0
16684,DDD,2014B,536941,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,DDD2014B,DDD2014B536941,-129.0,
16685,DDD,2014B,536999,M,North Region,Lower Than A Level,,35-55,1,60,Y,Withdrawn,DDD2014B,DDD2014B536999,-22.0,96.0
16686,DDD,2014B,537238,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,180,N,Withdrawn,DDD2014B,DDD2014B537238,-131.0,-60.0
16687,DDD,2014B,537756,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,270,N,Pass,DDD2014B,DDD2014B537756,-96.0,
16688,DDD,2014B,539060,F,Ireland,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,DDD2014B,DDD2014B539060,-92.0,55.0
16689,DDD,2014B,539186,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,2,120,N,Fail,DDD2014B,DDD2014B539186,-155.0,
16690,DDD,2014B,539451,M,London Region,Lower Than A Level,10-20,55<=,0,60,N,Pass,DDD2014B,DDD2014B539451,-106.0,
16691,DDD,2014B,539588,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,DDD2014B,DDD2014B539588,-46.0,
16692,DDD,2014B,539872,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,DDD2014B,DDD2014B539872,-28.0,115.0
16693,DDD,2014B,540758,F,South Region,Lower Than A Level,80-90%,0-35,2,90,N,Pass,DDD2014B,DDD2014B540758,-25.0,
16694,DDD,2014B,541000,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,DDD2014B,DDD2014B541000,-54.0,
16695,DDD,2014B,541765,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,DDD2014B,DDD2014B541765,-1.0,
16696,DDD,2014B,543356,F,Ireland,Lower Than A Level,10-20,35-55,0,210,N,Withdrawn,DDD2014B,DDD2014B543356,-52.0,-23.0
16697,DDD,2014B,543361,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B543361,-163.0,75.0
16698,DDD,2014B,543789,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,DDD2014B,DDD2014B543789,-24.0,
16699,DDD,2014B,543976,F,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,DDD2014B,DDD2014B543976,-88.0,72.0
16700,DDD,2014B,544499,F,Wales,Lower Than A Level,10-20,0-35,2,180,N,Withdrawn,DDD2014B,DDD2014B544499,-72.0,102.0
16701,DDD,2014B,544587,F,South East Region,Lower Than A Level,90-100%,35-55,1,120,Y,Fail,DDD2014B,DDD2014B544587,-114.0,
16702,DDD,2014B,545387,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,60,N,Withdrawn,DDD2014B,DDD2014B545387,-34.0,30.0
16703,DDD,2014B,546025,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Fail,DDD2014B,DDD2014B546025,-41.0,
16704,DDD,2014B,546040,M,East Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,DDD2014B,DDD2014B546040,-17.0,
16705,DDD,2014B,546299,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B546299,-136.0,73.0
16706,DDD,2014B,546403,M,North Western Region,Lower Than A Level,60-70%,0-35,2,240,N,Withdrawn,DDD2014B,DDD2014B546403,-161.0,228.0
16707,DDD,2014B,546584,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,DDD2014B,DDD2014B546584,-46.0,
16708,DDD,2014B,546654,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,Y,Distinction,DDD2014B,DDD2014B546654,-89.0,
16709,DDD,2014B,547629,F,East Midlands Region,Lower Than A Level,90-100%,35-55,1,60,N,Withdrawn,DDD2014B,DDD2014B547629,-151.0,227.0
16710,DDD,2014B,547786,M,Scotland,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,DDD2014B,DDD2014B547786,-137.0,104.0
16711,DDD,2014B,547816,F,North Western Region,Lower Than A Level,60-70%,0-35,1,210,N,Withdrawn,DDD2014B,DDD2014B547816,-43.0,0.0
16712,DDD,2014B,547860,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn,DDD2014B,DDD2014B547860,-69.0,-26.0
16713,DDD,2014B,548292,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,DDD2014B,DDD2014B548292,-72.0,
16714,DDD,2014B,548371,M,North Western Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,DDD2014B,DDD2014B548371,-92.0,
16715,DDD,2014B,548500,M,Wales,A Level or Equivalent,50-60%,35-55,1,120,N,Withdrawn,DDD2014B,DDD2014B548500,-95.0,96.0
16716,DDD,2014B,549160,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,DDD2014B,DDD2014B549160,-127.0,108.0
16717,DDD,2014B,549785,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B549785,-43.0,-7.0
16718,DDD,2014B,550046,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,DDD2014B,DDD2014B550046,-89.0,
16719,DDD,2014B,550638,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,DDD2014B,DDD2014B550638,-129.0,
16720,DDD,2014B,550893,M,North Region,A Level or Equivalent,0-10%,0-35,1,90,N,Fail,DDD2014B,DDD2014B550893,-50.0,
16721,DDD,2014B,551109,F,North Region,Lower Than A Level,0-10%,0-35,0,210,N,Withdrawn,DDD2014B,DDD2014B551109,-40.0,23.0
16722,DDD,2014B,551171,F,South West Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,DDD2014B,DDD2014B551171,-164.0,
16723,DDD,2014B,551340,M,South Region,Lower Than A Level,30-40%,35-55,0,120,Y,Withdrawn,DDD2014B,DDD2014B551340,-50.0,11.0
16724,DDD,2014B,551427,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,DDD2014B,DDD2014B551427,-82.0,
16725,DDD,2014B,551814,M,North Western Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,DDD2014B,DDD2014B551814,-25.0,
16726,DDD,2014B,552003,F,London Region,A Level or Equivalent,90-100%,35-55,1,120,N,Distinction,DDD2014B,DDD2014B552003,-137.0,
16727,DDD,2014B,552255,M,North Western Region,A Level or Equivalent,20-30%,0-35,1,90,N,Pass,DDD2014B,DDD2014B552255,-78.0,
16728,DDD,2014B,552908,M,North Western Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,DDD2014B,DDD2014B552908,-28.0,110.0
16729,DDD,2014B,554065,M,North Region,Lower Than A Level,,0-35,1,60,N,Distinction,DDD2014B,DDD2014B554065,-46.0,
16730,DDD,2014B,554444,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Withdrawn,DDD2014B,DDD2014B554444,-113.0,46.0
16731,DDD,2014B,554585,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B554585,-128.0,34.0
16732,DDD,2014B,554588,F,North Region,HE Qualification,20-30%,35-55,1,90,N,Fail,DDD2014B,DDD2014B554588,-36.0,
16733,DDD,2014B,554712,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,DDD2014B,DDD2014B554712,-72.0,213.0
16734,DDD,2014B,555132,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B555132,-92.0,169.0
16735,DDD,2014B,555137,F,Scotland,Lower Than A Level,10-20,0-35,2,150,N,Fail,DDD2014B,DDD2014B555137,-81.0,
16736,DDD,2014B,555408,M,South Region,A Level or Equivalent,70-80%,0-35,2,150,N,Fail,DDD2014B,DDD2014B555408,-22.0,
16737,DDD,2014B,555446,M,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail,DDD2014B,DDD2014B555446,-57.0,
16738,DDD,2014B,556007,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,DDD2014B,DDD2014B556007,-115.0,221.0
16739,DDD,2014B,556057,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,DDD2014B,DDD2014B556057,-93.0,
16740,DDD,2014B,556170,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,DDD2014B,DDD2014B556170,-93.0,55.0
16741,DDD,2014B,556171,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,DDD2014B,DDD2014B556171,-25.0,
16742,DDD,2014B,556370,M,Scotland,HE Qualification,50-60%,0-35,2,120,N,Fail,DDD2014B,DDD2014B556370,-24.0,
16743,DDD,2014B,556374,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,DDD2014B,DDD2014B556374,-24.0,172.0
16744,DDD,2014B,556416,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,Y,Distinction,DDD2014B,DDD2014B556416,-65.0,
16745,DDD,2014B,556836,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,150,N,Withdrawn,DDD2014B,DDD2014B556836,-138.0,-57.0
16746,DDD,2014B,557404,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,DDD2014B,DDD2014B557404,-17.0,
16747,DDD,2014B,557751,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Withdrawn,DDD2014B,DDD2014B557751,-141.0,-46.0
16748,DDD,2014B,558029,M,Scotland,HE Qualification,60-70%,35-55,1,120,N,Pass,DDD2014B,DDD2014B558029,-89.0,
16749,DDD,2014B,558292,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass,DDD2014B,DDD2014B558292,-24.0,
16750,DDD,2014B,558629,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,DDD2014B,DDD2014B558629,-57.0,
16751,DDD,2014B,558705,M,South Region,A Level or Equivalent,80-90%,0-35,2,120,N,Pass,DDD2014B,DDD2014B558705,-28.0,
16752,DDD,2014B,559328,M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,DDD2014B,DDD2014B559328,-150.0,
16753,DDD,2014B,559872,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,180,N,Pass,DDD2014B,DDD2014B559872,-232.0,
16754,DDD,2014B,560944,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,DDD2014B,DDD2014B560944,-46.0,
16755,DDD,2014B,561503,M,North Region,No Formal quals,,0-35,0,120,N,Withdrawn,DDD2014B,DDD2014B561503,-65.0,69.0
16756,DDD,2014B,561906,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B561906,-113.0,40.0
16757,DDD,2014B,561913,M,Scotland,HE Qualification,0-10%,35-55,0,60,N,Pass,DDD2014B,DDD2014B561913,-107.0,
16758,DDD,2014B,562112,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,DDD2014B,DDD2014B562112,-171.0,
16759,DDD,2014B,562248,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,DDD2014B,DDD2014B562248,-107.0,
16760,DDD,2014B,562632,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,DDD2014B,DDD2014B562632,-44.0,
16761,DDD,2014B,562708,F,South Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,DDD2014B,DDD2014B562708,-45.0,164.0
16762,DDD,2014B,562929,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Fail,DDD2014B,DDD2014B562929,-36.0,
16763,DDD,2014B,563081,F,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,DDD2014B,DDD2014B563081,-54.0,
16764,DDD,2014B,563631,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,DDD2014B,DDD2014B563631,-66.0,
16765,DDD,2014B,563763,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,DDD2014B,DDD2014B563763,-144.0,
16766,DDD,2014B,564081,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,DDD2014B,DDD2014B564081,-17.0,
16767,DDD,2014B,564643,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,DDD2014B,DDD2014B564643,-25.0,10.0
16768,DDD,2014B,564712,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B564712,-79.0,156.0
16769,DDD,2014B,564944,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B564944,-86.0,10.0
16770,DDD,2014B,564970,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B564970,-80.0,9.0
16771,DDD,2014B,565158,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,DDD2014B,DDD2014B565158,-144.0,
16772,DDD,2014B,565840,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,DDD2014B,DDD2014B565840,-24.0,
16773,DDD,2014B,565851,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,Y,Fail,DDD2014B,DDD2014B565851,-58.0,
16774,DDD,2014B,566240,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,DDD2014B,DDD2014B566240,-17.0,
16775,DDD,2014B,566652,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,DDD2014B,DDD2014B566652,-75.0,
16776,DDD,2014B,566694,F,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,DDD2014B,DDD2014B566694,-79.0,
16777,DDD,2014B,566788,M,South East Region,A Level or Equivalent,50-60%,0-35,1,240,N,Pass,DDD2014B,DDD2014B566788,-86.0,
16778,DDD,2014B,567595,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction,DDD2014B,DDD2014B567595,-40.0,
16779,DDD,2014B,567808,F,Wales,A Level or Equivalent,40-50%,0-35,1,180,N,Fail,DDD2014B,DDD2014B567808,-22.0,
16780,DDD,2014B,567896,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,1,120,N,Fail,DDD2014B,DDD2014B567896,-122.0,
16781,DDD,2014B,568631,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B568631,-40.0,143.0
16782,DDD,2014B,568686,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,DDD2014B,DDD2014B568686,-44.0,
16783,DDD,2014B,569084,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,DDD2014B,DDD2014B569084,-40.0,
16784,DDD,2014B,569706,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Withdrawn,DDD2014B,DDD2014B569706,-73.0,221.0
16785,DDD,2014B,569944,M,Yorkshire Region,No Formal quals,30-40%,0-35,0,60,N,Distinction,DDD2014B,DDD2014B569944,-20.0,
16786,DDD,2014B,570049,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,180,N,Pass,DDD2014B,DDD2014B570049,-46.0,
16787,DDD,2014B,570215,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,DDD2014B,DDD2014B570215,-72.0,
16788,DDD,2014B,571000,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,180,N,Pass,DDD2014B,DDD2014B571000,-73.0,
16789,DDD,2014B,571008,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,DDD2014B,DDD2014B571008,-17.0,34.0
16790,DDD,2014B,571292,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,DDD2014B,DDD2014B571292,-73.0,100.0
16791,DDD,2014B,571397,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,DDD2014B,DDD2014B571397,-47.0,
16792,DDD,2014B,572043,M,North Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,DDD2014B,DDD2014B572043,-54.0,-11.0
16793,DDD,2014B,572235,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B572235,-80.0,142.0
16794,DDD,2014B,572414,F,Ireland,Lower Than A Level,10-20,0-35,1,180,N,Withdrawn,DDD2014B,DDD2014B572414,-114.0,143.0
16795,DDD,2014B,572924,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,DDD2014B,DDD2014B572924,-25.0,
16796,DDD,2014B,573126,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,DDD2014B,DDD2014B573126,-122.0,
16797,DDD,2014B,573235,M,Scotland,HE Qualification,60-70%,0-35,1,120,N,Fail,DDD2014B,DDD2014B573235,-24.0,
16798,DDD,2014B,574190,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,DDD2014B,DDD2014B574190,-12.0,136.0
16799,DDD,2014B,574590,M,South West Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass,DDD2014B,DDD2014B574590,-68.0,
16800,DDD,2014B,574909,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,DDD2014B,DDD2014B574909,-27.0,
16801,DDD,2014B,575603,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,DDD2014B,DDD2014B575603,-29.0,
16802,DDD,2014B,575773,M,London Region,Lower Than A Level,30-40%,0-35,1,120,Y,Fail,DDD2014B,DDD2014B575773,-24.0,
16803,DDD,2014B,575792,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,DDD2014B,DDD2014B575792,-61.0,
16804,DDD,2014B,576041,M,South West Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,DDD2014B,DDD2014B576041,-24.0,
16805,DDD,2014B,576350,F,Scotland,Lower Than A Level,10-20,0-35,0,70,N,Fail,DDD2014B,DDD2014B576350,-103.0,
16806,DDD,2014B,576584,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,DDD2014B,DDD2014B576584,-20.0,
16807,DDD,2014B,576827,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,DDD2014B,DDD2014B576827,-65.0,38.0
16808,DDD,2014B,576869,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,DDD2014B,DDD2014B576869,-291.0,-53.0
16809,DDD,2014B,577954,F,South Region,Lower Than A Level,40-50%,0-35,0,150,Y,Withdrawn,DDD2014B,DDD2014B577954,-73.0,210.0
16810,DDD,2014B,577977,F,West Midlands Region,Lower Than A Level,90-100%,0-35,1,180,N,Withdrawn,DDD2014B,DDD2014B577977,-148.0,-12.0
16811,DDD,2014B,578031,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,DDD2014B,DDD2014B578031,-151.0,
